100,3.9e-06
200,9.2e-06
300,7.100000000000001e-06
400,7.999999999999998e-06
500,8.1e-06
600,8.5e-06
700,9.3e-06
800,1.0e-05
900,1.07e-05
1000,1.16e-05
1100,1.17e-05
1200,1.5000000000000002e-05
1300,2.9200000000000005e-05
1400,1.7400000000000003e-05
1500,2.4700000000000004e-05
1600,3.0399999999999997e-05
1700,2.59e-05
1800,1.7999999999999997e-05
1900,2.5699999999999994e-05
2000,1.8100000000000003e-05
2100,2.15e-05
2200,2.7699999999999996e-05
2300,1.75e-05
2400,4.5600000000000004e-05
2500,3.07e-05
2600,2.61e-05
2700,1.4599999999999999e-05
2800,2.59e-05
2900,1.8800000000000003e-05
3000,1.54e-05
3100,1.5300000000000003e-05
3200,1.6200000000000004e-05
3300,1.93e-05
3400,2.19e-05
3500,1.9100000000000003e-05
3600,2.04e-05
3700,2.3300000000000004e-05
3800,2.56e-05
3900,2.2700000000000003e-05
4000,3.380000000000001e-05
4100,1.9699999999999998e-05
4200,2.07e-05
4300,2.49e-05
4400,2.01e-05
4500,1.9499999999999996e-05
4600,2.2499999999999998e-05
4700,2.7800000000000005e-05
4800,2.48e-05
4900,2.3899999999999998e-05
5000,2.7999999999999996e-05
5100,2.3599999999999998e-05
5200,2.39e-05
5300,2.72e-05
5400,2.72e-05
5500,2.56e-05
5600,2.57e-05
5700,2.6600000000000003e-05
5800,2.6500000000000004e-05
5900,2.9699999999999997e-05
6000,2.74e-05
6100,2.9900000000000002e-05
6200,2.83e-05
6300,2.9699999999999997e-05
6400,3.32e-05
6500,2.93e-05
6600,3.04e-05
6700,3.4800000000000006e-05
6800,3.16e-05
6900,3.31e-05
7000,3.2699999999999995e-05
7100,3.21e-05
7200,3.62e-05
7300,3.26e-05
7400,3.28e-05
7500,3.41e-05
7600,3.3499999999999994e-05
7700,3.47e-05
7800,3.4599999999999994e-05
7900,3.5e-05
8000,4.07e-05
8100,3.9899999999999994e-05
8200,3.66e-05
8300,3.6899999999999996e-05
8400,3.6899999999999996e-05
8500,4.11e-05
8600,4.2e-05
8700,5.229999999999999e-05
8800,4.01e-05
8900,3.86e-05
9000,3.97e-05
9100,3.6e-05
9200,4.1800000000000006e-05
9300,4.1700000000000004e-05
9400,4.18e-05
9500,4.19e-05
9600,4.37e-05
9700,4.3400000000000005e-05
9800,4.29e-05
9900,4.35e-05
10000,4.97e-05
